Company,Product,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model
Microsoft,Surface Laptop,Ultrabook,13.5,8,Windows 10 S,1.25,1799,Standard,2256,1504,,No,No,Intel,2.5,Core i7 7660U,256,0,SSD,No,Intel,Iris Plus Graphics 640
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,8,Windows 10,2.5,639.9,Standard,1600,900,,No,No,Intel,2,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520
Acer,Aspire E5-576G,Notebook,15.6,4,Windows 10,2.23,544,Full HD,1920,1080,,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Nvidia,GeForce 940MX
Acer,TravelMate B,Netbook,11.6,4,Windows 10,1.4,435,Standard,1366,768,,No,No,Intel,1.6,Celeron Dual Core N3060,128,0,SSD,No,Intel,HD Graphics 400
Asus,Pro P2540UA-AB51,Notebook,15.6,8,Windows 10,2.37,749,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
Lenovo,IdeaPad 510s-14IKB,Notebook,14,8,No OS,1.5,799,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,AMD,Radeon R7 M460
Lenovo,Thinkpad P51,Notebook,15.6,8,Windows 10,2.67,2090,Full HD,1920,1080,,No,No,Intel,2.9,Core i7 7820HQ,256,0,SSD,No,Nvidia,Quadro M2200M
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2,304,Standard,1366,768,,No,No,Intel,1.1,Pentium Quad Core N4200,500,0,HDD,No,Intel,HD Graphics 500
Acer,Aspire 5,Notebook,15.6,4,Windows 10,2.2,469,Standard,1366,768,,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Nvidia,GeForce GTX 940MX
Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.02,759,Full HD,1920,1080,,No,No,Intel,1.6,Core i5 8250U,2048,0,HDD,No,AMD,Radeon 530
HP,Omen 17-an006nv,Gaming,17.3,12,Windows 10,3.78,1699,Full HD,1920,1080,,Yes,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1060
Lenovo,Thinkpad T460s,Ultrabook,14,12,Windows 10,1.4,1858,Quad HD+,2560,1440,,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520
HP,Spectre x360,2 in 1 Convertible,13.3,8,Windows 10,1.29,1999,4K Ultra HD,3840,2160,,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620
HP,ZBook 15u,Notebook,15.6,8,Windows 10,1.9,1154,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,AMD,FirePro W4190M 
Google,Pixelbook (Core,Ultrabook,12.3,8,Chrome OS,1.1,1275,Standard,2400,1600,,No,No,Intel,1.2,Core i5 7Y57,128,0,SSD,No,Intel,HD Graphics 615
Dell,Latitude 7390,Ultrabook,13.3,8,Windows 10,1.42,1841.85,Full HD,1920,1080,,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
Asus,ZenBook Pro,Notebook,15.6,12,Windows 10,2.06,1299,4K Ultra HD,3840,2160,,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Intel,HD Graphics 530
Dell,Latitude E5470,Notebook,14,8,Windows 10,1.79,740,Standard,1366,768,,No,No,Intel,2.3,Core i3 6100U,128,0,SSD,No,Intel,HD Graphics 520
Dell,Precision M5520,Workstation,,8,Windows 10,1.78,2408,Full HD,1920,1080,,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M1200
Lenovo,Thinkpad T470,Notebook,14,8,Windows 10,1.7,1364,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,180,0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 3576,Notebook,15.6,8,Windows 10,2.2,675,Full HD,1920,1080,,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,AMD,Radeon 520
Toshiba,Portege X30-D-10J,Notebook,13.3,8,Windows 10,1.05,1672,Full HD,1920,1080,,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 7570,Notebook,15.6,8,Windows 10,2.16,1262,Full HD,1920,1080,,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Nvidia,GeForce 940MX
Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,586.6,Standard,1366,768,,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620
HP,ProBook 430,Notebook,13.3,4,Windows 10,1.49,726,Full HD,1920,1080,,Yes,No,Intel,1.6,Core i5 8250U,128,0,SSD,No,Intel,UHD Graphics 620
Chuwi,"Lapbook 15,6",Notebook,15.6,4,Windows 10,1.89,248.9,Full HD,1920,1080,,No,No,Intel,1.44,Atom x5-Z8350,64,0,Flash Storage,No,Intel,HD Graphics
Lenovo,ThinkPad E570,Notebook,15.6,4,Windows 10,2.3,565,Standard,1366,768,,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520
Lenovo,ThinkPad E480,Notebook,14,8,Windows 10,1.75,1049,Full HD,1920,1080,,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
Dell,Precision 3520,Workstation,15.6,16,Windows 10,2.17,2338,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro M620
Dell,XPS 15,Notebook,15.6,16,Windows 10,2.06,1899,Full HD,1920,1080,,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050
Lenovo,Thinkpad X270,Ultrabook,12.5,16,Windows 10,1.36,1798,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Asus,Zenbook UX390UA,Ultrabook,12.5,16,Windows 10,0.91,1950,Full HD,1920,1080,,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Lenovo,Thinkpad E570,Notebook,15.6,8,Windows 10,2.3,1011.99,Full HD,1920,1080,,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX
Toshiba,Portege X30-D-10L,Ultrabook,13.3,32,Windows 10,1.05,2799,Full HD,1920,1080,,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Asus,VivoBook Pro,Gaming,15.6,8,Windows 10,1.99,1350,Full HD,1920,1080,,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Acer,Aspire 5,Notebook,15.6,8,Windows 10,2.2,579,Standard,1366,768,,No,No,AMD,2.5,A10-Series 9620P,1024,0,HDD,No,AMD,Radeon RX 540
Asus,Rog G752VL-UH71T,Gaming,17.3,24,Windows 10,4.33,1269,Full HD,1920,1080,,Yes,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 965M
Lenovo,Thinkpad X260,Ultrabook,12.5,8,Windows 10,1.3,1099,Standard,1366,768,,Yes,No,Intel,2.3,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,8,Windows 10,2.17,898.9,Full HD,1920,1080,,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620
HP,EliteBook 840,Notebook,14,8,Windows 10,1.48,1749,Full HD,1920,1080,,No,No,Intel,2.8,Core i7 7600U,1024,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad 13,Notebook,13.3,8,Windows 10,1.4,949,Full HD,1920,1080,,Yes,No,Intel,2.4,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad L570,,15.6,8,Windows 10,2.3,911,Full HD,1920,1080,,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Asus,VivoBook E201NA,Netbook,11.6,4,Windows 10 S,1.2,340,Standard,1366,768,,No,No,Intel,1.1,Celeron Dual Core N3350,64,0,Flash Storage,No,Intel,HD Graphics 500
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,8,Windows 10,1.91,618.99,Standard,1366,768,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,AMD,Radeon 520
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,8,Windows 10,1.4,1599,Full HD,1920,1080,,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
Lenovo,IdeaPad 320-14IAP,Notebook,14,4,Windows 10,2.1,299,Standard,1366,768,,No,No,Intel,1.1,Celeron Dual Core N3350,500,0,HDD,No,Intel,HD Graphics 500
Lenovo,Chromebook N23,Netbook,11.6,4,Chrome OS,1.25,265,Standard,1366,768,,No,No,Intel,1.6,Celeron Dual Core N3060,16,0,SSD,No,Intel,HD Graphics 400
Lenovo,ThinkPad 13,Notebook,13.3,8,Windows 10,1.44,949,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,8,Windows 10,2,1224,Full HD,1920,1080,,No,No,Intel,2.7,Core i7 7500U,256,1024,SSD,HDD,Intel,HD Graphics 620
Acer,Aspire A515-51G-59QF,Notebook,15.6,4,Windows 10,2.2,613,Full HD,1920,1080,,Yes,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Nvidia,GeForce MX150
HP,Envy 13-AB002nv,Ultrabook,13.3,8,Windows 10,1.34,1323,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,1149,Full HD,1920,1080,,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,899,Full HD,1920,1080,,Yes,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire A515-51G,Notebook,15.6,4,Windows 10,2.2,639,Full HD,1920,1080,,No,No,Intel,2.7,Core i7 7500U,500,0,HDD,No,Nvidia,GeForce 940MX
Dell,Vostro 5568,Notebook,15.6,8,Windows 10,2.18,836,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
Dell,Inspiron 5570,Notebook,15.6,16,Windows 10,2.2,1219.24,Full HD,1920,1080,,No,No,Intel,1.8,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530
Xiaomi,Mi Notebook,Notebook,15.6,16,No OS,1.95,1399.95,Full HD,1920,1080,,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce MX150
Asus,VivoBook E12,Netbook,11.6,2,Windows 10,1.1,245,Standard,1366,768,,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,4,Windows 10,2.04,521.47,Standard,1366,768,,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620
Asus,ROG Zephyrus,Gaming,15.6,24,Windows 10,2.24,2968,Full HD,1920,1080,,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX1080
HP,Probook 450,Notebook,15.6,8,Windows 10,2.04,889,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,16,Windows 10,3,1504,Full HD,1920,1080,,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX1050 Ti
Lenovo,Legion Y720-15IKB,Gaming,15.6,8,Windows 10,3.2,1399,Full HD,1920,1080,,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
HP,Spectre X360,Ultrabook,13.3,8,Windows 10,1.32,1399,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Latitude 5480,Notebook,14,8,Windows 10,1.64,1279.73,Full HD,1920,1080,,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 440,Notebook,15.6,4,Windows 10,1.63,689,Standard,1366,768,,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520
Dell,Inspiron 5770,Notebook,17.3,8,Linux,2.8,889,Full HD,1920,1080,,Yes,No,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530
Lenovo,ThinkPad L470,Notebook,14,8,Windows 7,2.02,1340,Full HD,1920,1080,,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,4,Windows 10,2.2,799,Full HD,1920,1080,,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 920MX
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,No OS,2.2,459,Standard,1366,768,,No,No,Intel,2,Core i3 6006U,2048,0,HDD,No,Nvidia,GeForce 920MX 
Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.3,585,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,AMD,Radeon R5 M430
Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,1377,Full HD,1920,1080,,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Intel,HD Graphics 620
Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.42,3012.77,Full HD,1920,1080,,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Toshiba,Satellite Pro,Notebook,15.6,8,Windows 10,2,860,Full HD,1920,1080,,Yes,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,8,Windows 10,2,1299,4K Ultra HD,3840,2160,,Yes,No,Intel,2.7,Core i7 7500U,256,1024,SSD,HDD,Nvidia,GeForce GTX 960M
Mediacom,SmartBook Edge,Notebook,13.3,4,Windows 10,1.2,369,Full HD,1920,1080,,Yes,No,Intel,1.1,Celeron Quad Core N3450,32,0,SSD,No,Intel,HD Graphics 500
Asus,ROG Strix,Gaming,15.6,8,Windows 10,2.3,1649,Full HD,1920,1080,,Yes,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.93,1369,Full HD,1920,1080,,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Nvidia,GeForce 930MX
Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.2,797.41,Full HD,1920,1080,,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530
HP,250 G6,Notebook,15.6,4,Windows 10,1.86,398.99,Full HD,1920,1080,,No,No,Intel,1.6,Pentium Quad Core N3710,256,0,SSD,No,Intel,HD Graphics 405
HP,Omen 15-ce006nv,Gaming,17.3,12,Windows 10,2.62,1799,Full HD,1920,1080,,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1060
Lenovo,Thinkpad E470,Notebook,14,8,Windows 10,1.87,859,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.2,1399,Quad HD+,3200,1800,,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620
Dell,Vostro 5468,Notebook,14,4,Windows 10,1.6,735.87,Full HD,1920,1080,,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520
HP,Envy 13-AB020nr,Ultrabook,13.3,8,Windows 10,1.34,1145,Quad HD+,3200,1800,,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire 7,Gaming,15.6,8,Linux,2.4,798,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050
Asus,VivoBook X540YA-XX519T,Notebook,15.6,4,Windows 10,2,349,Standard,1366,768,,No,No,AMD,1.8,E-Series 7110,500,0,HDD,No,AMD,Radeon R2 Graphics
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.1,705.5,Full HD,1920,1080,,No,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad E470,Notebook,14,4,Windows 10,1.87,785,Full HD,1920,1080,,No,No,Intel,2.5,,500,0,HDD,No,Intel,HD Graphics 620
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,4,No OS,2.15,462.35,Full HD,1920,1080,,No,No,Intel,2.3,Core i5 6200U,1024,0,HDD,No,Intel,HD Graphics 520
HP,250 G6,Notebook,15.6,4,Windows 10,1.86,397,Full HD,1920,1080,,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520
Lenovo,ThinkPad T570,Notebook,15.6,8,Windows 10,1.99,1729,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,Windows 10,2.2,499,Full HD,1920,1080,,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520
Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,1116.99,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.42,2699,Full HD,1920,1080,,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,8,Windows 10,2.65,544.15,Standard,1600,900,,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520
HP,ProBook 470,Notebook,17.3,8,Windows 10,2.63,1280,Full HD,1920,1080,,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 930MX
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,4,Linux,2,224,Standard,1366,768,,No,No,Intel,1.1,Celeron Dual Core N3350,500,0,HDD,No,Intel,HD Graphics 500
Mediacom,SmartBook 130,Notebook,13.3,4,Windows 10,1.35,255,Full HD,1920,1080,,Yes,No,Intel,1.44,Atom x5-Z8350,32,0,Flash Storage,No,Intel,HD Graphics
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,Windows 10,2.8,949,Standard,1600,900,,No,No,Intel,2.7,Core i7 7500U,128,1024,SSD,HDD,Nvidia,GeForce 940MX
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,6,Windows 10,1.91,568.9,Full HD,1920,1080,,Yes,No,AMD,2.5,A10-Series A10-9620P,128,0,SSD,No,AMD,Radeon 530
Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,617.9,Standard,1366,768,,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M420
Acer,Spin SP111-31,2 in 1 Convertible,11.6,4,Windows 10,1.25,349,Full HD,1920,1080,,Yes,No,Intel,2,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,4,Windows 10,2.05,630,Full HD,1920,1080,,No,No,Intel,2.7,Core i3 7130U,128,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook 1030,Ultrabook,13.3,16,Windows 10,1.16,1965,Quad HD+,3200,1800,,Yes,No,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515
Lenovo,Thinkpad P71,Notebook,17.3,8,Windows 10,3.4,2999,Full HD,1920,1080,,Yes,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M620M
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,8,Windows 10,2.5,839,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.21,1599,4K Ultra HD,3840,2160,,Yes,No,Intel,1.6,Core i5 8250U,128,0,SSD,No,Intel,UHD Graphics 620
Dell,Latitude 5580,Notebook,15.6,4,Windows 10,1.93,959,Standard,1366,768,,No,No,Intel,2.6,Core i5 7300U,500,0,HDD,No,Intel,HD Graphics 620
Fujitsu,Lifebook A557,Notebook,,8,Windows 10,2.2,739,Standard,1366,768,,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,344,Full HD,1920,1080,,No,No,Intel,1.1,Pentium Quad Core N4200,500,0,HDD,No,Intel,HD Graphics 505
Lenovo,ThinkPad L470,Notebook,14,4,Windows 10,2.02,990,Standard,1366,768,,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
HP,ZBook 17,Workstation,17.3,8,Windows 10,3.14,1860.99,Standard,1600,900,,No,No,Intel,2.8,Core i5 7440HQ,500,0,HDD,No,Nvidia,Quadro M1200
HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14,8,Windows 10,1.94,389,Standard,1366,768,,No,No,Intel,1.6,Pentium Quad Core N3710,2048,0,HDD,No,Intel,HD Graphics 405
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,6,Windows 10,1.95,649,Full HD,1920,1080,,Yes,No,AMD,3,A9-Series A9-9420,256,0,SSD,No,AMD,Radeon 530
Lenovo,Thinkpad E570,Notebook,15.6,8,Windows 10,2.3,830,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,4,Windows 10,2.05,685,Full HD,1920,1080,,No,No,Intel,1.6,Core i5 8250U,500,0,HDD,No,Intel,HD Graphics 620
Mediacom,SmartBook 141,Notebook,14,4,Windows 10,1.4,249,Full HD,1920,1080,,No,No,Intel,1.44,Atom x5-Z8350,32,0,SSD,No,Intel,HD Graphics
Toshiba,Tecra X40-D-10H,Ultrabook,14,16,Windows 10,1.24,1865,Full HD,1920,1080,,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,32,Windows 10,4.6,2663,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i7 6820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
MSI,GT73VR Titan,Gaming,17.3,16,Windows 10,4.14,2729,Full HD,1920,1080,,No,No,Intel,2.9,Core i7 7820HK,512,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Dell,Inspiron 3567,Notebook,15.6,8,Linux,2.2,749.01,Full HD,1920,1080,,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R5 M430
Mediacom,SmartBook Edge,Notebook,14,4,Windows 10,1.45,389,Full HD,1920,1080,,Yes,No,Intel,1.1,Celeron Quad Core N3450,32,0,SSD,No,Intel,HD Graphics 500
Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,1008.52,Standard,1366,768,,No,No,Intel,2.6,Core i5 7300U,500,0,HDD,No,Intel,HD Graphics 620
HP,ProBook 430,Notebook,13.3,4,Windows 10,1.49,719,Full HD,1920,1080,,No,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620
Dell,Latitude 5580,Notebook,15.6,16,Windows 10,1.93,1537.39,Full HD,1920,1080,,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Nvidia,GeForce 930MX
Dell,Chromebook 11,Netbook,11.6,4,Chrome OS,1.26,295,Standard,1366,768,,No,No,Intel,1.6,Celeron Dual Core N3060,16,0,Flash Storage,No,Intel,HD Graphics 400
MSI,GT80S 6QE,Gaming,17.3,16,Windows 10,4.5,2349,Full HD,1920,1080,,No,No,Intel,2.7,Core i7 6820HK,128,1024,SSD,HDD,Nvidia,GeForce GTX 980M
HP,Omen 17-AN010nv,Gaming,17.3,16,Windows 10,3.78,1498,Full HD,1920,1080,,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Lenovo,Thinkpad T460s,Ultrabook,14,12,Windows 10,1.4,1673,Full HD,1920,1080,,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520
Lenovo,Ideapad 320-15IKBR,Notebook,15.6,12,Windows 10,2.2,609,Standard,1366,768,,No,No,Intel,1.8,Core i7 8550U,1024,0,HDD,No,Intel,HD Graphics 620
Asus,ROG Strix,Gaming,17.3,8,Windows 10,2.73,1770,Full HD,1920,1080,,Yes,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,8,Windows 10,2.2,739,Standard,1366,768,,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 520
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12,Windows 10,2.2,949,Full HD,1920,1080,,No,No,AMD,3.6,A12-Series 9720P,512,0,SSD,No,AMD,Radeon 530
Dell,Inspiron 3179,2 in 1 Convertible,11.6,4,Windows 10,1.39,603,Standard,1366,768,,No,No,Intel,1,Core M 7Y30,128,0,SSD,No,Intel,HD Graphics 615
Samsung,Notebook Odyssey,Notebook,15.6,16,Windows 10,2.5,1699,Full HD,1920,1080,,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,4,No OS,2.8,529,Full HD,1920,1080,,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,8,Windows 10,2.29,459,Standard,1366,768,,No,No,Intel,2.3,Core i3 6100U,1024,0,HDD,No,Intel,HD Graphics 520
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,Windows 10,1.37,2025,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Lenovo,Thinkpad T470p,Notebook,14,8,Windows 10,1.7,1474,Full HD,1920,1080,,Yes,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Intel,HD Graphics 630
